Source,Target,Type,Id,Label,Weight
5070,149,Undirected,2767,,1
782,150,Undirected,2768,,1
1293,150,Undirected,2769,,1
1562,150,Undirected,2770,,1
1573,150,Undirected,2771,,1
1758,150,Undirected,2772,,1
1821,150,Undirected,2773,,1
1822,150,Undirected,2774,,1
1843,150,Undirected,2775,,5
1846,150,Undirected,2776,,1
1855,150,Undirected,2777,,1
1935,150,Undirected,2778,,1
1955,150,Undirected,2779,,2
1964,150,Undirected,2780,,1
1991,150,Undirected,2781,,1
2253,150,Undirected,2782,,3
2324,150,Undirected,2783,,1
2455,150,Undirected,2784,,1
2596,150,Undirected,2785,,1
2665,150,Undirected,2786,,1
2724,150,Undirected,2787,,3
2726,150,Undirected,2788,,2
3017,150,Undirected,2789,,2
3047,150,Undirected,2790,,3
3233,150,Undirected,2791,,1
3240,150,Undirected,2792,,3
3311,150,Undirected,2793,,1
3470,150,Undirected,2794,,2
3668,150,Undirected,2795,,2
3691,150,Undirected,2796,,2
3727,150,Undirected,2797,,4
3845,150,Undirected,2798,,1
4510,150,Undirected,2799,,1
4582,150,Undirected,2800,,3
4599,150,Undirected,2801,,1
4629,150,Undirected,2802,,1
4646,150,Undirected,2803,,1
4648,150,Undirected,2804,,2
4681,150,Undirected,2805,,1
4698,150,Undirected,2806,,2
4701,150,Undirected,2807,,1
4806,150,Undirected,2808,,3
4871,150,Undirected,2809,,1
4991,150,Undirected,2810,,1
5021,150,Undirected,2811,,1
5043,150,Undirected,2812,,2
5050,150,Undirected,2813,,3
5070,150,Undirected,2814,,4
5092,150,Undirected,2815,,2
5093,150,Undirected,2816,,2
5176,150,Undirected,2817,,1
5205,150,Undirected,2818,,1
5218,150,Undirected,2819,,1
5231,150,Undirected,2820,,1
5300,150,Undirected,2821,,4
5304,150,Undirected,2822,,2
5346,150,Undirected,2823,,2
5403,150,Undirected,2824,,1
5891,150,Undirected,2825,,2
6197,150,Undirected,2826,,1
6259,150,Undirected,2827,,1
6386,150,Undirected,2828,,3
6525,150,Undirected,2829,,2
6735,150,Undirected,2830,,2
6859,150,Undirected,2831,,2
6871,150,Undirected,2832,,1
6931,150,Undirected,2833,,2
6950,150,Undirected,2834,,1
7015,150,Undirected,2835,,2
7038,150,Undirected,2836,,1
7039,150,Undirected,2837,,1
7041,150,Undirected,2838,,3
7333,150,Undirected,2839,,1
7495,150,Undirected,2840,,1
7497,150,Undirected,2841,,2
152,151,Undirected,2842,,1
2314,152,Undirected,2843,,1
2471,152,Undirected,2844,,1
3361,153,Undirected,2845,,1
4728,153,Undirected,2846,,1
5093,153,Undirected,2847,,1
5239,153,Undirected,2848,,1
5500,153,Undirected,2849,,1
6732,153,Undirected,2850,,4
6828,153,Undirected,2851,,1
6927,153,Undirected,2852,,2
7039,153,Undirected,2853,,1
7142,153,Undirected,2854,,1
7163,153,Undirected,2855,,1
628,154,Undirected,2856,,1
918,154,Undirected,2857,,1
1772,154,Undirected,2858,,1
2776,154,Undirected,2859,,1
2794,154,Undirected,2860,,1
3196,154,Undirected,2861,,1
3625,154,Undirected,2862,,1
1910,156,Undirected,2863,,1
1911,156,Undirected,2864,,1
1998,156,Undirected,2865,,2
1999,156,Undirected,2866,,1
2000,156,Undirected,2867,,2
3233,156,Undirected,2868,,1
3693,156,Undirected,2869,,1
4824,156,Undirected,2870,,1
4905,156,Undirected,2871,,1
5094,156,Undirected,2872,,3
5160,156,Undirected,2873,,1
6828,156,Undirected,2874,,2
6838,156,Undirected,2875,,1
6880,156,Undirected,2876,,3
1286,157,Undirected,2877,,2
1287,157,Undirected,2878,,1
2284,157,Undirected,2879,,1
2285,157,Undirected,2880,,2
2286,157,Undirected,2881,,1
2287,157,Undirected,2882,,1
2324,157,Undirected,2883,,1
2526,157,Undirected,2884,,3
2527,157,Undirected,2885,,1
3591,157,Undirected,2886,,2
4246,157,Undirected,2887,,5
4772,157,Undirected,2888,,1
6732,157,Undirected,2889,,4
7050,157,Undirected,2890,,6
7492,157,Undirected,2891,,8
3450,159,Undirected,2892,,1
3680,159,Undirected,2893,,1
1521,160,Undirected,2894,,1
2505,161,Undirected,2895,,2
2664,161,Undirected,2896,,2
5005,161,Undirected,2897,,1
369,162,Undirected,2898,,2
1355,162,Undirected,2899,,1
165,164,Undirected,2900,,2
166,164,Undirected,2901,,1
167,164,Undirected,2902,,2
168,164,Undirected,2903,,1
169,164,Undirected,2904,,2
630,164,Undirected,2905,,2
1027,164,Undirected,2906,,4
1620,164,Undirected,2907,,3
1737,164,Undirected,2908,,1
1753,164,Undirected,2909,,1
2012,164,Undirected,2910,,1
2173,164,Undirected,2911,,3
2225,164,Undirected,2912,,1
2312,164,Undirected,2913,,3
2353,164,Undirected,2914,,3
2677,164,Undirected,2915,,3
2727,164,Undirected,2916,,3
2734,164,Undirected,2917,,1
2740,164,Undirected,2918,,1
3249,164,Undirected,2919,,2
3398,164,Undirected,2920,,1
3572,164,Undirected,2921,,1
3787,164,Undirected,2922,,1
3822,164,Undirected,2923,,2
3881,164,Undirected,2924,,1
3963,164,Undirected,2925,,2
3968,164,Undirected,2926,,1
3974,164,Undirected,2927,,1
4007,164,Undirected,2928,,1
4034,164,Undirected,2929,,2
4049,164,Undirected,2930,,1
4133,164,Undirected,2931,,2
4134,164,Undirected,2932,,1
4311,164,Undirected,2933,,1
4337,164,Undirected,2934,,4
4778,164,Undirected,2935,,3
1500,165,Undirected,2936,,4
1501,165,Undirected,2937,,1
2258,165,Undirected,2938,,1
1998,166,Undirected,2939,,2
3502,166,Undirected,2940,,1
3569,166,Undirected,2941,,6
3570,166,Undirected,2942,,1
3571,166,Undirected,2943,,1
3685,166,Undirected,2944,,1
4025,166,Undirected,2945,,1
857,167,Undirected,2946,,3
1555,167,Undirected,2947,,3
5191,167,Undirected,2948,,2
5405,167,Undirected,2949,,3
5530,167,Undirected,2950,,2
5545,167,Undirected,2951,,1
5603,167,Undirected,2952,,1
5624,167,Undirected,2953,,2
5671,167,Undirected,2954,,1
5704,167,Undirected,2955,,1
6918,167,Undirected,2956,,2
6927,167,Undirected,2957,,1
1616,169,Undirected,2958,,3
1638,169,Undirected,2959,,1
1639,169,Undirected,2960,,1
1774,169,Undirected,2961,,2
1825,169,Undirected,2962,,3
3225,169,Undirected,2963,,3
4592,169,Undirected,2964,,3
5231,169,Undirected,2965,,1
5327,169,Undirected,2966,,2
5473,169,Undirected,2967,,2
5750,169,Undirected,2968,,3
5828,169,Undirected,2969,,1
6319,169,Undirected,2970,,1
7273,169,Undirected,2971,,2
1750,170,Undirected,2972,,2
7083,170,Undirected,2973,,1
171,171,Undirected,2974,,5
172,171,Undirected,2975,,1
1737,171,Undirected,2976,,1
3306,171,Undirected,2977,,1
3456,171,Undirected,2978,,1
3560,171,Undirected,2979,,1
3561,171,Undirected,2980,,2
3810,171,Undirected,2981,,1
3811,171,Undirected,2982,,1
4291,171,Undirected,2983,,1
4298,171,Undirected,2984,,1
4435,171,Undirected,2985,,1
5070,171,Undirected,2986,,1
6228,171,Undirected,2987,,2
6676,171,Undirected,2988,,1
7038,171,Undirected,2989,,1
7172,171,Undirected,2990,,1
2650,172,Undirected,2991,,1
4128,172,Undirected,2992,,1
4185,172,Undirected,2993,,1
4343,172,Undirected,2994,,2
4457,172,Undirected,2995,,2
4918,172,Undirected,2996,,1
4941,172,Undirected,2997,,1
5192,172,Undirected,2998,,1
5844,172,Undirected,2999,,1
5873,172,Undirected,3000,,1
6397,172,Undirected,3001,,2
6558,172,Undirected,3002,,4
6619,172,Undirected,3003,,3
6641,172,Undirected,3004,,1
6659,172,Undirected,3005,,1
6662,172,Undirected,3006,,1
6983,172,Undirected,3007,,3
7041,172,Undirected,3008,,1
7107,172,Undirected,3009,,1
7432,172,Undirected,3010,,2
7470,172,Undirected,3011,,1
7488,172,Undirected,3012,,1
7508,172,Undirected,3013,,1
173,173,Undirected,3014,,2
228,173,Undirected,3015,,1
229,173,Undirected,3016,,1
230,173,Undirected,3017,,2
377,173,Undirected,3018,,1
603,173,Undirected,3019,,1
604,173,Undirected,3020,,1
1033,173,Undirected,3021,,1
1034,173,Undirected,3022,,1
1676,173,Undirected,3023,,2
4056,173,Undirected,3024,,1
4088,173,Undirected,3025,,1
839,174,Undirected,3026,,2
1070,174,Undirected,3027,,1
1080,174,Undirected,3028,,1
1457,174,Undirected,3029,,1
2295,174,Undirected,3030,,1
730,175,Undirected,3031,,1
1545,175,Undirected,3032,,1
1698,175,Undirected,3033,,1
176,176,Undirected,3034,,1
177,176,Undirected,3035,,1
415,176,Undirected,3036,,1
416,176,Undirected,3037,,1
417,176,Undirected,3038,,1
493,176,Undirected,3039,,3
497,176,Undirected,3040,,2
519,176,Undirected,3041,,2
791,176,Undirected,3042,,2
857,176,Undirected,3043,,2
862,176,Undirected,3044,,2
996,176,Undirected,3045,,1
1219,176,Undirected,3046,,2
1228,176,Undirected,3047,,2
1459,176,Undirected,3048,,2
1460,176,Undirected,3049,,1
1693,176,Undirected,3050,,2
2023,176,Undirected,3051,,1
2146,176,Undirected,3052,,3
2147,176,Undirected,3053,,1
2258,176,Undirected,3054,,1
2431,176,Undirected,3055,,1
2453,176,Undirected,3056,,1
2454,176,Undirected,3057,,1
2550,176,Undirected,3058,,1
3224,176,Undirected,3059,,1
2106,177,Undirected,3060,,2
2211,177,Undirected,3061,,2
3222,177,Undirected,3062,,1
4112,177,Undirected,3063,,5
4819,177,Undirected,3064,,2
5205,177,Undirected,3065,,3
5564,177,Undirected,3066,,1
5640,177,Undirected,3067,,3
5847,177,Undirected,3068,,3
5928,177,Undirected,3069,,1
5949,177,Undirected,3070,,1
6621,177,Undirected,3071,,3
3178,180,Undirected,3072,,1
4286,180,Undirected,3073,,2
4471,180,Undirected,3074,,1
4617,180,Undirected,3075,,1
4945,180,Undirected,3076,,2
5092,180,Undirected,3077,,1
5210,180,Undirected,3078,,1
5445,180,Undirected,3079,,1
5691,180,Undirected,3080,,2
5692,180,Undirected,3081,,1
6574,180,Undirected,3082,,3
6689,180,Undirected,3083,,4
6847,180,Undirected,3084,,1
6890,180,Undirected,3085,,3
6919,180,Undirected,3086,,1
6965,180,Undirected,3087,,1
7280,180,Undirected,3088,,2
183,182,Undirected,3089,,1
788,182,Undirected,3090,,1
832,182,Undirected,3091,,1
1268,182,Undirected,3092,,2
1822,182,Undirected,3093,,1
2267,182,Undirected,3094,,1
2505,182,Undirected,3095,,2
2592,182,Undirected,3096,,1
2751,182,Undirected,3097,,1
4110,182,Undirected,3098,,2
4331,182,Undirected,3099,,2
4499,182,Undirected,3100,,1
4526,182,Undirected,3101,,1
4640,182,Undirected,3102,,1
4669,182,Undirected,3103,,2
4902,182,Undirected,3104,,1
4925,182,Undirected,3105,,2
4984,182,Undirected,3106,,2
4985,182,Undirected,3107,,1
5026,182,Undirected,3108,,2
5040,182,Undirected,3109,,1
5077,182,Undirected,3110,,2
5181,182,Undirected,3111,,3
5183,182,Undirected,3112,,2
5195,182,Undirected,3113,,3
5782,182,Undirected,3114,,1
6249,182,Undirected,3115,,3
6925,182,Undirected,3116,,2
673,183,Undirected,3117,,1
870,183,Undirected,3118,,2
871,183,Undirected,3119,,1
1146,183,Undirected,3120,,2
2824,183,Undirected,3121,,1
3077,183,Undirected,3122,,4
3906,183,Undirected,3123,,4
3907,183,Undirected,3124,,1
3975,183,Undirected,3125,,1
4028,183,Undirected,3126,,3
4066,183,Undirected,3127,,1
4175,183,Undirected,3128,,2
4182,183,Undirected,3129,,1
4183,183,Undirected,3130,,2
4402,183,Undirected,3131,,3
864,184,Undirected,3132,,1
2280,184,Undirected,3133,,3
7205,185,Undirected,3134,,4
1965,186,Undirected,3135,,1
2920,186,Undirected,3136,,1
3105,186,Undirected,3137,,1
4156,186,Undirected,3138,,2
4469,186,Undirected,3139,,2
5112,186,Undirected,3140,,3
5405,186,Undirected,3141,,1
5545,186,Undirected,3142,,2
5710,186,Undirected,3143,,1
5782,186,Undirected,3144,,1
6002,186,Undirected,3145,,1
6600,186,Undirected,3146,,1
6601,186,Undirected,3147,,1
6692,186,Undirected,3148,,2
6752,186,Undirected,3149,,3
7061,186,Undirected,3150,,1
7064,186,Undirected,3151,,1
7344,186,Undirected,3152,,1
7364,186,Undirected,3153,,2
7378,186,Undirected,3154,,1
7470,186,Undirected,3155,,2
792,187,Undirected,3156,,1
793,187,Undirected,3157,,1
2754,187,Undirected,3158,,1
2846,187,Undirected,3159,,3
3153,187,Undirected,3160,,2
3187,187,Undirected,3161,,2
3188,187,Undirected,3162,,1
3269,187,Undirected,3163,,1
3655,187,Undirected,3164,,1
3727,187,Undirected,3165,,1
3857,187,Undirected,3166,,2
3858,187,Undirected,3167,,1
4066,187,Undirected,3168,,1
4237,187,Undirected,3169,,4
4238,187,Undirected,3170,,1
4652,187,Undirected,3171,,2
4673,187,Undirected,3172,,1
4689,187,Undirected,3173,,1
1053,188,Undirected,3174,,2
2218,188,Undirected,3175,,1
2438,188,Undirected,3176,,1
3389,188,Undirected,3177,,1
3564,188,Undirected,3178,,1
3648,188,Undirected,3179,,1
3649,188,Undirected,3180,,1
3834,188,Undirected,3181,,1
4064,188,Undirected,3182,,1
4123,188,Undirected,3183,,1
4274,188,Undirected,3184,,1
4448,188,Undirected,3185,,2
4521,188,Undirected,3186,,1
4547,188,Undirected,3187,,2
4824,188,Undirected,3188,,4
5002,188,Undirected,3189,,6
5175,188,Undirected,3190,,4
5176,188,Undirected,3191,,1
5873,188,Undirected,3192,,1
5912,188,Undirected,3193,,2
5924,188,Undirected,3194,,1
5964,188,Undirected,3195,,1
5984,188,Undirected,3196,,1
6272,188,Undirected,3197,,2
6334,188,Undirected,3198,,1
6454,188,Undirected,3199,,2
6659,188,Undirected,3200,,1
6824,188,Undirected,3201,,1
6890,188,Undirected,3202,,1
7075,188,Undirected,3203,,1
7142,188,Undirected,3204,,1
7164,188,Undirected,3205,,2
7165,188,Undirected,3206,,2
7186,188,Undirected,3207,,1
7197,188,Undirected,3208,,1
7210,188,Undirected,3209,,1
7211,188,Undirected,3210,,1
7272,188,Undirected,3211,,1
7378,188,Undirected,3212,,2
7498,188,Undirected,3213,,1
5497,190,Undirected,3214,,1
6120,190,Undirected,3215,,1
6238,190,Undirected,3216,,2
6251,190,Undirected,3217,,5
6402,190,Undirected,3218,,1
6463,190,Undirected,3219,,1
6464,190,Undirected,3220,,1
6625,190,Undirected,3221,,1
4759,192,Undirected,3222,,2
4898,192,Undirected,3223,,3
6229,192,Undirected,3224,,2
6644,192,Undirected,3225,,1
6645,192,Undirected,3226,,1
6770,192,Undirected,3227,,1
6957,192,Undirected,3228,,2
6986,192,Undirected,3229,,1
232,194,Undirected,3230,,2
233,194,Undirected,3231,,1
1991,194,Undirected,3232,,2
2175,194,Undirected,3233,,3
2211,194,Undirected,3234,,2
3120,194,Undirected,3235,,1
3128,194,Undirected,3236,,1
3129,194,Undirected,3237,,3
3444,194,Undirected,3238,,1
3564,194,Undirected,3239,,1
3835,194,Undirected,3240,,1
4472,194,Undirected,3241,,1
4636,194,Undirected,3242,,1
4646,194,Undirected,3243,,3
4651,194,Undirected,3244,,2
4686,194,Undirected,3245,,1
4717,194,Undirected,3246,,2
4719,194,Undirected,3247,,2
4720,194,Undirected,3248,,1
4956,194,Undirected,3249,,1
5198,194,Undirected,3250,,2
5265,194,Undirected,3251,,2
5441,194,Undirected,3252,,1
5942,194,Undirected,3253,,3
5943,194,Undirected,3254,,1
5962,194,Undirected,3255,,1
6023,194,Undirected,3256,,1
6067,194,Undirected,3257,,1
6079,194,Undirected,3258,,1
6290,194,Undirected,3259,,7
6368,194,Undirected,3260,,2
6376,194,Undirected,3261,,1
6378,194,Undirected,3262,,1
6437,194,Undirected,3263,,3
6513,194,Undirected,3264,,1
6519,194,Undirected,3265,,1
6558,194,Undirected,3266,,1
6564,194,Undirected,3267,,1
6646,194,Undirected,3268,,5
6742,194,Undirected,3269,,1
6755,194,Undirected,3270,,1
6757,194,Undirected,3271,,1
6809,194,Undirected,3272,,2
6825,194,Undirected,3273,,1
6895,194,Undirected,3274,,1
6925,194,Undirected,3275,,1
7060,194,Undirected,3276,,5
7096,194,Undirected,3277,,2
7327,194,Undirected,3278,,1
7471,194,Undirected,3279,,2
7472,194,Undirected,3280,,1
7492,194,Undirected,3281,,2
196,195,Undirected,3282,,1
2602,195,Undirected,3283,,1
3381,195,Undirected,3284,,2
4563,195,Undirected,3285,,6
4711,195,Undirected,3286,,1
4714,195,Undirected,3287,,1
5115,195,Undirected,3288,,4
3935,198,Undirected,3289,,1
660,199,Undirected,3290,,2
661,199,Undirected,3291,,1
1220,199,Undirected,3292,,2
1293,199,Undirected,3293,,1
1294,199,Undirected,3294,,1
1631,199,Undirected,3295,,2
3069,199,Undirected,3296,,2
200,200,Undirected,3297,,1
319,200,Undirected,3298,,2
519,200,Undirected,3299,,4
567,200,Undirected,3300,,1
667,200,Undirected,3301,,4
668,200,Undirected,3302,,1
728,200,Undirected,3303,,3
1150,200,Undirected,3304,,5
1373,200,Undirected,3305,,2
1416,200,Undirected,3306,,1
1463,200,Undirected,3307,,1
1546,200,Undirected,3308,,2
1695,200,Undirected,3309,,3
1996,200,Undirected,3310,,1
2212,200,Undirected,3311,,5
2270,200,Undirected,3312,,1
2324,200,Undirected,3313,,1
2356,200,Undirected,3314,,2
2373,200,Undirected,3315,,1
2408,200,Undirected,3316,,1
2419,200,Undirected,3317,,2
2420,200,Undirected,3318,,1
2586,200,Undirected,3319,,2
2719,200,Undirected,3320,,2
2734,200,Undirected,3321,,2
2751,200,Undirected,3322,,2
2789,200,Undirected,3323,,3
2937,200,Undirected,3324,,1
3120,200,Undirected,3325,,1
3139,200,Undirected,3326,,2
3180,200,Undirected,3327,,1
3265,200,Undirected,3328,,1
3269,200,Undirected,3329,,1
3379,200,Undirected,3330,,3
3399,200,Undirected,3331,,6
4804,200,Undirected,3332,,2
2332,201,Undirected,3333,,3
2813,201,Undirected,3334,,1
2974,201,Undirected,3335,,2
3136,201,Undirected,3336,,2
3606,201,Undirected,3337,,1
3635,201,Undirected,3338,,1
3793,201,Undirected,3339,,1
3904,201,Undirected,3340,,2
4112,201,Undirected,3341,,4
4221,201,Undirected,3342,,1
4283,201,Undirected,3343,,1
4297,201,Undirected,3344,,6
4307,201,Undirected,3345,,1
4340,201,Undirected,3346,,1
4348,201,Undirected,3347,,1
4446,201,Undirected,3348,,1
4477,201,Undirected,3349,,4
4510,201,Undirected,3350,,1
4592,201,Undirected,3351,,1
4669,201,Undirected,3352,,2
4672,201,Undirected,3353,,2
4709,201,Undirected,3354,,4
4720,201,Undirected,3355,,2
4818,201,Undirected,3356,,1
4885,201,Undirected,3357,,1
4889,201,Undirected,3358,,2
4949,201,Undirected,3359,,1
5090,201,Undirected,3360,,2
5122,201,Undirected,3361,,1
5139,201,Undirected,3362,,2
5154,201,Undirected,3363,,1
5178,201,Undirected,3364,,1
5212,201,Undirected,3365,,1
5344,201,Undirected,3366,,1
5423,201,Undirected,3367,,1
5424,201,Undirected,3368,,1
5457,201,Undirected,3369,,1
5551,201,Undirected,3370,,1
5552,201,Undirected,3371,,1
5569,201,Undirected,3372,,1
5580,201,Undirected,3373,,1
5612,201,Undirected,3374,,1
5625,201,Undirected,3375,,2
5687,201,Undirected,3376,,1
5689,201,Undirected,3377,,1
5702,201,Undirected,3378,,1
5706,201,Undirected,3379,,2
5720,201,Undirected,3380,,1
5761,201,Undirected,3381,,4
5819,201,Undirected,3382,,3
5825,201,Undirected,3383,,1
5890,201,Undirected,3384,,1
5944,201,Undirected,3385,,2
5968,201,Undirected,3386,,1
6007,201,Undirected,3387,,1
6023,201,Undirected,3388,,1
6093,201,Undirected,3389,,1
6175,201,Undirected,3390,,2
6180,201,Undirected,3391,,1
6277,201,Undirected,3392,,4
6338,201,Undirected,3393,,2
6347,201,Undirected,3394,,1
6441,201,Undirected,3395,,3
6628,201,Undirected,3396,,2
6646,201,Undirected,3397,,3
6709,201,Undirected,3398,,1
6719,201,Undirected,3399,,1
6746,201,Undirected,3400,,1
6747,201,Undirected,3401,,4
6755,201,Undirected,3402,,3
6760,201,Undirected,3403,,2
6790,201,Undirected,3404,,1
6792,201,Undirected,3405,,2
6819,201,Undirected,3406,,2
6845,201,Undirected,3407,,1
6846,201,Undirected,3408,,2
6864,201,Undirected,3409,,2
6865,201,Undirected,3410,,5
6871,201,Undirected,3411,,2
6905,201,Undirected,3412,,1
6951,201,Undirected,3413,,1
6954,201,Undirected,3414,,1
7044,201,Undirected,3415,,1
7120,201,Undirected,3416,,1
7156,201,Undirected,3417,,1
7157,201,Undirected,3418,,2
7175,201,Undirected,3419,,5
7176,201,Undirected,3420,,1
7192,201,Undirected,3421,,1
7226,201,Undirected,3422,,2
7239,201,Undirected,3423,,1
7280,201,Undirected,3424,,3
7289,201,Undirected,3425,,1
7294,201,Undirected,3426,,2
7307,201,Undirected,3427,,4
7316,201,Undirected,3428,,5
7378,201,Undirected,3429,,3
7462,201,Undirected,3430,,1
7465,201,Undirected,3431,,1
7492,201,Undirected,3432,,1
2027,203,Undirected,3433,,1
2312,203,Undirected,3434,,1
2781,203,Undirected,3435,,1
2834,203,Undirected,3436,,2
2974,203,Undirected,3437,,1
3047,203,Undirected,3438,,1
3429,203,Undirected,3439,,2
3862,203,Undirected,3440,,1
3945,203,Undirected,3441,,1
4088,203,Undirected,3442,,1
4283,203,Undirected,3443,,1
4363,203,Undirected,3444,,1
4405,203,Undirected,3445,,2
4567,203,Undirected,3446,,1
4996,203,Undirected,3447,,1
5128,203,Undirected,3448,,1
5139,203,Undirected,3449,,2
5203,203,Undirected,3450,,1
5410,203,Undirected,3451,,1
5539,203,Undirected,3452,,2
5771,203,Undirected,3453,,1
5796,203,Undirected,3454,,1
5809,203,Undirected,3455,,3
5945,203,Undirected,3456,,1
6162,203,Undirected,3457,,2
6254,203,Undirected,3458,,2
6376,203,Undirected,3459,,1
6386,203,Undirected,3460,,2
6573,203,Undirected,3461,,2
6585,203,Undirected,3462,,1
6588,203,Undirected,3463,,1
6628,203,Undirected,3464,,2
6643,203,Undirected,3465,,1
6662,203,Undirected,3466,,1
6678,203,Undirected,3467,,1
6705,203,Undirected,3468,,2
6715,203,Undirected,3469,,1
6748,203,Undirected,3470,,2
6807,203,Undirected,3471,,3
6809,203,Undirected,3472,,2
6814,203,Undirected,3473,,1
6815,203,Undirected,3474,,1
6859,203,Undirected,3475,,2
6864,203,Undirected,3476,,1
6871,203,Undirected,3477,,1
6931,203,Undirected,3478,,1
7010,203,Undirected,3479,,2
7070,203,Undirected,3480,,1
7107,203,Undirected,3481,,6
7156,203,Undirected,3482,,2
7173,203,Undirected,3483,,1
7324,203,Undirected,3484,,3
7330,203,Undirected,3485,,3
7433,203,Undirected,3486,,1
2056,204,Undirected,3487,,1
2974,204,Undirected,3488,,1
3760,204,Undirected,3489,,1
4176,204,Undirected,3490,,1
4459,204,Undirected,3491,,1
4537,204,Undirected,3492,,1
4679,204,Undirected,3493,,1
4792,204,Undirected,3494,,1
4929,204,Undirected,3495,,1
4935,204,Undirected,3496,,1
5026,204,Undirected,3497,,1
5043,204,Undirected,3498,,3
5176,204,Undirected,3499,,1
5302,204,Undirected,3500,,3
5346,204,Undirected,3501,,1
5918,204,Undirected,3502,,2
5998,204,Undirected,3503,,1
6305,204,Undirected,3504,,1
6355,204,Undirected,3505,,2
6523,204,Undirected,3506,,1
6525,204,Undirected,3507,,2
6608,204,Undirected,3508,,1
6678,204,Undirected,3509,,1
6697,204,Undirected,3510,,1
6817,204,Undirected,3511,,1
6824,204,Undirected,3512,,1
6850,204,Undirected,3513,,2
6946,204,Undirected,3514,,2
7007,204,Undirected,3515,,1
7050,204,Undirected,3516,,1
7068,204,Undirected,3517,,1
7216,204,Undirected,3518,,1
7278,204,Undirected,3519,,1
7474,204,Undirected,3520,,3
431,205,Undirected,3521,,2
444,205,Undirected,3522,,2
7307,205,Undirected,3523,,1
7396,205,Undirected,3524,,1
7399,205,Undirected,3525,,2
7495,205,Undirected,3526,,1
459,207,Undirected,3527,,1
2325,207,Undirected,3528,,1
1793,208,Undirected,3529,,1
1798,208,Undirected,3530,,1
1799,208,Undirected,3531,,1
1862,208,Undirected,3532,,2
1940,208,Undirected,3533,,1
1973,208,Undirected,3534,,2
2027,208,Undirected,3535,,1
2029,208,Undirected,3536,,1
3222,208,Undirected,3537,,1
5075,208,Undirected,3538,,1
5168,208,Undirected,3539,,1
5217,208,Undirected,3540,,1
5296,208,Undirected,3541,,2
5327,208,Undirected,3542,,2
5359,208,Undirected,3543,,1
5409,208,Undirected,3544,,1
6482,208,Undirected,3545,,1
876,209,Undirected,3546,,1
1674,209,Undirected,3547,,3
3380,209,Undirected,3548,,4
3465,209,Undirected,3549,,1
3466,209,Undirected,3550,,1
3946,209,Undirected,3551,,1
4153,209,Undirected,3552,,2
4363,209,Undirected,3553,,1
4597,209,Undirected,3554,,1
4654,209,Undirected,3555,,1
5365,209,Undirected,3556,,2
5496,209,Undirected,3557,,1
5752,209,Undirected,3558,,2
6414,209,Undirected,3559,,1
6892,209,Undirected,3560,,2
6946,209,Undirected,3561,,2
7149,209,Undirected,3562,,1
7486,209,Undirected,3563,,2
214,213,Undirected,3564,,1
2260,213,Undirected,3565,,3
2261,213,Undirected,3566,,1
2534,213,Undirected,3567,,1
2776,213,Undirected,3568,,1
3767,213,Undirected,3569,,2
4283,213,Undirected,3570,,3
4687,213,Undirected,3571,,1
4771,213,Undirected,3572,,1
4938,213,Undirected,3573,,2
5713,213,Undirected,3574,,1
5742,213,Undirected,3575,,2
5743,213,Undirected,3576,,1
6114,213,Undirected,3577,,2
6396,213,Undirected,3578,,1
6605,213,Undirected,3579,,1
6606,213,Undirected,3580,,3
6755,213,Undirected,3581,,1
7204,213,Undirected,3582,,1
7318,213,Undirected,3583,,2
7319,213,Undirected,3584,,1
7327,213,Undirected,3585,,1
7364,213,Undirected,3586,,4
7373,213,Undirected,3587,,2
4586,214,Undirected,3588,,5
5537,214,Undirected,3589,,3
7378,214,Undirected,3590,,1
217,216,Undirected,3591,,1
325,216,Undirected,3592,,1
326,216,Undirected,3593,,1
327,216,Undirected,3594,,1
328,216,Undirected,3595,,1
981,216,Undirected,3596,,2
2862,216,Undirected,3597,,1
4445,216,Undirected,3598,,1
4755,216,Undirected,3599,,2
5751,216,Undirected,3600,,2
6662,216,Undirected,3601,,1
7197,216,Undirected,3602,,3
7235,216,Undirected,3603,,1
7323,216,Undirected,3604,,2
7331,216,Undirected,3605,,1
7340,216,Undirected,3606,,2
7424,216,Undirected,3607,,1
7443,216,Undirected,3608,,1
7444,216,Undirected,3609,,1
218,218,Undirected,3610,,1
2505,219,Undirected,3611,,1
3674,219,Undirected,3612,,1
4841,219,Undirected,3613,,2
4877,219,Undirected,3614,,1
4944,219,Undirected,3615,,2
4945,219,Undirected,3616,,1
5042,219,Undirected,3617,,1
6507,219,Undirected,3618,,1
6750,219,Undirected,3619,,5
6946,219,Undirected,3620,,5
7307,219,Undirected,3621,,2
220,220,Undirected,3622,,1
4405,220,Undirected,3623,,1
222,221,Undirected,3624,,1
479,222,Undirected,3625,,1
592,222,Undirected,3626,,2
224,223,Undirected,3627,,1
422,223,Undirected,3628,,1
1719,223,Undirected,3629,,1
1892,223,Undirected,3630,,1
2200,223,Undirected,3631,,1
3220,223,Undirected,3632,,2
4003,223,Undirected,3633,,1
4178,223,Undirected,3634,,1
4493,223,Undirected,3635,,1
4537,223,Undirected,3636,,1
4632,223,Undirected,3637,,1
4651,223,Undirected,3638,,1
4777,223,Undirected,3639,,1
4817,223,Undirected,3640,,1
4838,223,Undirected,3641,,1
4891,223,Undirected,3642,,2
4962,223,Undirected,3643,,1
4971,223,Undirected,3644,,1
